COLID,BlockID,MaxCurrentRate,Latitude,Longitude,Average.Duration.of.Paid.Parkers.in.Hours,Unpaid.Vehicles,Expired.Vehicles,Exempt.Vehicles,Spaces.Occupied,Survey.Count,Receipt.Transactions,Mobile.Transactions,StreetDirection,StreetSide,BlockDescription,BlockStartNumber,BlockEndNumber,TerminalLocationAddress,TerminalID,Area,Zone,ID,X,Y,megaCluster,Demand,Cars,ExpectedTimePerVehicle,PercentageCheck,TerminalTypeName,Driving_Blocks,Night_Blocks
865,B300302,2,41.90363403,-87.66507402,1.134,7,4,1,49,34,623,1077,N,W, 1204 - 1208 N GREENVIEW AVE ,1204,1208,1206 N GREENVIEW AVE,300302,300,3,865,444836.9907,4639290.744,0,0.323529412,1.441176471,24.50294118,1,MP104,0,0
866,B300303,2,41.90361257,-87.6668302,0.801,9,2,3,66,24,5356,2173,N,E, 1201 - 1215 N MILWAUKEE AVE ,1201,1215,1207 N MILWAUKEE AVE,300303,300,3,866,444691.3092,4639289.492,0,0.458333333,2.75,18.61787754,1,MP104,0,0
867,B300304,2,41.90546909,-87.6674699,1.021,65,13,2,305,34,11670,7398,N,E, 1227 - 1319 N ASHLAND AVE ,1227,1319,1309 N ASHLAND AVE,300326,300,3,867,444639.8543,4639496.03,0,2.294117647,8.970588235,21.25685516,1,MP104,0,0
868,B300305,2,41.90651361,-87.66766973,0.895,37,10,2,206,36,6553,6885,N,W, 1230 - 1330 N ASHLAND AVE ,1230,1330,1320 N ASHLAND AVE,300305,300,3,868,444624.183,4639612.13,0,1.305555556,5.722222222,22.82227492,1,MP104,0,0
869,B300307,2,41.90451339,-87.66823433,0.989,6,6,0,104,20,9693,10013,N,E, 1239 - 1265 N MILWAUKEE AVE ,1239,1265,1251 N MILWAUKEE AVE,300307,300,3,869,444575.6254,4639390.415,0,0.6,5.2,21.41825257,1,MP104,0,0
870,B300308,2,41.90499299,-87.66900145,1.163,6,3,11,87,20,8532,9287,N,E, 1271 - 1289 N MILWAUKEE AVE ,1271,1289,1279 N MILWAUKEE AVE,300308,300,3,870,444512.4142,4639444.16,0,0.45,4.35,21.65494296,1,MP104,0,0
871,B300309,2,41.90642977,-87.66998582,0.977,15,1,1,86,23,3065,4991,N,E, 1335 - 1355 N PAULINA ST ,1335,1355,1345 N PAULINA ST,300309,300,3,871,444432.0153,4639604.319,0,0.695652174,3.739130435,23.89382348,1,MP104,0,0
872,B300310,2,41.90608392,-87.67002404,0.838,0,1,1,32,21,5086,1802,N,W, 1334 - 1340 N PAULINA ST ,1334,1340,1336 N PAULINA ST,300310,300,3,872,444428.5454,4639565.945,0,0.047619048,1.523809524,15.80027696,1,MP104,0,0
873,B300311,2,41.90632696,-87.67110832,1.334,15,3,7,205,21,15916,20856,N,E, 1319 - 1395 N MILWAUKEE AVE ,1319,1395,1339 N MILWAUKEE AVE,300311,300,3,873,444338.8264,4639593.632,0,0.857142857,9.761904762,22.16785028,1,MP104,0,0
874,B300313,2,41.90670424,-87.67174534,1.196,14,4,0,132,29,10766,13133,N,W, 1368 - 1398 N MILWAUKEE AVE ,1368,1398,1370 N MILWAUKEE AVE,300313,300,3,874,444286.3203,4639635.935,0,0.620689655,4.551724138,22.24756898,1,MP104,0,0
875,B300314,2,41.9062047,-87.67096952,1.403,6,6,1,111,49,5885,7099,N,W, 1336 - 1352 N MILWAUKEE AVE ,1336,1352,1342 N MILWAUKEE AVE,300314,300,3,875,444350.2322,4639579.968,0,0.244897959,2.265306122,22.0681223,1,MP104,0,0
876,B300315,2,41.90584937,-87.6708173,1.181,1,1,0,32,21,1496,1294,N,W, 1334 - 1338 N HERMITAGE AVE ,1334,1338,1336 N HERMITAGE AVE,300315,300,3,876,444362.5488,4639540.418,0,0.095238095,1.523809524,19.96785756,1,MP104,0,0
877,B300316,2,41.90578998,-87.67032176,1.037,1,0,0,12,28,2695,1408,N,W, 1324 - 1330 N MILWAUKEE AVE ,1324,1330,1328 N MILWAUKEE AVE,300316,300,3,877,444403.5975,4639533.503,0,0.035714286,0.428571429,17.95799821,1,MP104,0,0
878,B300317,2,41.90506485,-87.66967401,0.88,1,1,0,42,22,3665,2293,N,W, 1254 - 1264 N PAULINA ST ,1254,1264,1262 N PAULINA ST,300317,300,3,878,444456.6935,4639452.573,0,0.090909091,1.909090909,18.32812594,1,MP104,0,0
879,B300318,2,41.90504639,-87.66964383,0.905,4,3,0,43,21,2880,1963,N,E, 1257 - 1263 N PAULINA ST ,1257,1263,1259 N PAULINA ST,300318,300,3,879,444459.1807,4639450.504,0,0.333333333,2.047619048,20.08878794,1,MP104,0,0
880,B300319,2,41.90496105,-87.66900748,1.074,5,2,0,57,47,7194,5888,N,W, 1266 - 1284 N MILWAUKEE AVE ,1266,1284,1272 N MILWAUKEE AVE,300319,300,3,880,444511.8865,4639440.617,0,0.14893617,1.212765957,20.5112548,1,MP104,0,0
881,B300320,2,41.90442106,-87.66814783,0.839,15,2,1,94,47,8674,5608,N,W, 1232 - 1256 N MILWAUKEE AVE ,1232,1256,1254 N MILWAUKEE AVE,300320,300,3,881,444582.72,4639380.108,0,0.361702128,2,20.19977467,1,MP104,0,0
882,B300321,2,41.90540222,-87.67050415,1.331,16,5,0,57,25,2452,3843,N,W, 1324 - 1330 N MILWAUKEE SERVICE DR ,1324,1330,1328 N MILWAUKEE SERVICE DR,300321,300,3,882,444388.1335,4639490.569,0,0.84,2.28,25.18417214,1,MP104,0,0
883,B300322,2,41.90599659,-87.67142348,1.368,15,4,0,74,25,3827,7412,N,W, 1336 - 1352 N MILWAUKEE SERVICE DR ,1336,1352,1338 N MILWAUKEE SERVICE DR,300322,300,3,883,444312.4,4639557.157,0,0.76,2.96,24.96230713,1,MP104,0,0
884,B300323,2,41.90578849,-87.67084345,1.107,0,1,0,19,21,603,699,N,E, 1337 - 1339 N HERMITAGE AVE ,1337,1339,1339 N HERMITAGE AVE,300323,300,3,884,444360.3271,4639533.675,0,0.047619048,0.904761905,21.25192012,1,MP104,0,0
885,B300324,2,41.90628055,-87.67162934,1.04,1,1,1,11,20,699,624,N,W, 1346 - 1348 N WOOD ST ,1346,1348,1348 N WOOD ST,300324,300,3,885,444295.5729,4639588.818,0,0.1,0.55,21.54648526,1,MP104,0,0
886,B301301,2,41.90781012,-87.67340899,1.103,21,8,0,228,20,21805,28192,N,E, 1407 - 1473 N MILWAUKEE AVE ,1407,1473,1427 N MILWAUKEE AVE,301301,301,3,886,444149.3025,4639759.8,0,1.45,11.4,22.43781232,1,MP104,0,0
887,B301303,2,41.90883464,-87.67459251,1.005,1,1,0,23,19,2447,2807,N,E, 1503 - 1511 N HONORE ST ,1503,1511,1507 N HONORE ST,301303,301,3,887,444052.0387,4639874.322,0,0.105263158,1.210526316,21.53199294,1,MP104,0,0
888,B301304,2,41.90891199,-87.67456368,1.01,2,0,2,41,19,5052,4813,N,W, 1502 - 1516 N HONORE ST ,1502,1516,1510 N HONORE ST,301304,301,3,888,444054.4973,4639882.891,0,0.105263158,2.157894737,20.3113656,1,MP104,0,0
889,B301305,2,41.90945992,-87.67599463,1.066,13,6,1,166,19,17665,22539,N,E, 1505 - 1579 N MILWAUKEE AVE ,1505,1579,1531 N MILWAUKEE AVE,301305,301,3,889,443936.2991,4639944.661,0,1,8.736842105,22.26906385,1,MP104,0,0
890,B301307,2,41.90931321,-87.67581828,1.125,26,5,1,307,47,21228,25571,N,W, 1520 - 1572 N MILWAUKEE AVE ,1520,1572,1526 N MILWAUKEE AVE,301308,301,3,890,443950.7965,4639928.257,0,0.659574468,6.531914894,21.92528664,1,MP104,0,0
891,B301309,2,41.90873533,-87.67551452,0.95,9,2,1,59,21,6612,5787,N,W, 1418 - 1434 N HONORE ST ,1418,1434,1422 N HONORE ST,301309,301,3,891,443975.4837,4639863.897,0,0.523809524,2.80952381,21.39285426,1,MP104,0,0
892,B301310,2,41.90836705,-87.67434843,1.137,26,5,1,250,51,13233,17159,N,W, 1442 - 1482 N MILWAUKEE AVE ,1442,1482,1454 N MILWAUKEE AVE,301310,301,3,892,444071.8737,4639822.247,0,0.607843137,4.901960784,22.45039072,1,MP104,0,0
893,B301311,2,41.90775174,-87.67393135,1.03,4,1,0,78,41,5378,4771,W,N, 1802 - 1818 W EVERGREEN AVE ,1802,1818,1812 W EVERGREEN AVE,301311,301,3,893,444105.9283,4639753.659,0,0.12195122,1.902439024,20.09915418,1,MP104,0,0
894,B301312,2,41.90776671,-87.67386697,1.026,1,4,0,52,21,3888,3522,W,S, 1803 - 1815 W EVERGREEN AVE ,1803,1815,1813 W EVERGREEN AVE,301312,301,3,894,444111.2809,4639755.279,0,0.238095238,2.476190476,20.51510433,1,MP104,0,0
895,B301313,2,41.90767488,-87.67329901,1.15,9,2,1,121,50,7164,8847,N,W, 1402 - 1424 N MILWAUKEE AVE ,1402,1424,1414 N MILWAUKEE AVE,301313,301,3,895,444158.3062,4639744.713,0,0.22,2.42,21.96260904,1,MP104,0,0
896,B301315,2,41.90728563,-87.67269619,1.018,0,0,0,14,21,1445,1446,N,W, 1428 - 1432 N WOLCOTT AVE ,1428,1432,1430 N WOLCOTT AVE,301315,301,3,896,444207.9638,4639701.103,0,0,0.666666667,20.00345901,1,MP104,0,0
897,B302328,2,41.91048791,-87.67532811,1.241,8,4,0,122,28,8840,16351,W,S, 1909 - 1953 W NORTH AVE ,1909,1953,1919 W NORTH AVE,302328,302,3,897,443992.476,4640058.361,0,0.428571429,4.357142857,23.71397307,1,MP104,0,0
898,B302329,2,41.91050637,-87.67670274,1.221,6,0,0,55,24,4845,4232,W,N, 1934 - 1942 W NORTH AVE ,1934,1942,1938 W NORTH AVE,302329,302,3,898,443878.4883,4640061.309,0,0.25,2.291666667,20.51081488,1,MP104,0,0
899,B302336,2,41.90864202,-87.6774276,1.242,16,2,1,134,44,7059,11979,N,W, 1506 - 1528 N DAMEN AVE ,1506,1528,1516 N DAMEN AVE,302336,302,3,899,443816.7378,4639854.789,0,0.409090909,3.045454545,23.62713717,1,MP104,0,0
900,B303101,2,41.91740043,-87.70774931,1.125,34,1,2,107,28,6693,6178,W,N, 3202 - 3234 W ARMITAGE AVE ,3202,3234,3212 W ARMITAGE AVE,303101,303,1,900,441309.9815,4640847.524,0,1.25,3.821428571,23.35249786,1,MP104,0,0
901,B303102,2,41.91738396,-87.70948067,1.266,3,1,0,24,26,2080,2126,W,N, 3254 - 3270 W ARMITAGE AVE ,3254,3270,3260 W ARMITAGE AVE,303102,303,1,901,441166.3927,4640846.881,0,0.153846154,0.923076923,21.99329756,1,MP104,0,0
902,B303103,2,41.9173655,-87.71089554,1.023,14,4,0,57,24,5494,2891,W,N, 3302 - 3328 W ARMITAGE AVE ,3302,3328,3314 W ARMITAGE AVE,303103,303,1,902,441049.0472,4640845.803,0,0.75,2.375,21.18434434,1,MP104,0,0
903,B303104,2,41.91734055,-87.71297827,1.053,1,0,0,11,21,1221,528,W,N, 3416 - 3428 W ARMITAGE AVE ,3416,3428,3426 W ARMITAGE AVE,303104,303,1,903,440876.3129,4640844.467,0,0.047619048,0.523809524,17.58909853,1,MP104,0,0
904,B303105,2,41.91733656,-87.71337122,1.046,14,1,5,28,20,914,299,N,E, 2003 - 2009 N ST LOUIS AVE ,2003,2009,2005 N ST LOUIS AVE,303105,303,1,904,440843.7237,4640844.295,0,0.75,1.4,25.69426452,1,MP104,0,0
905,B303106,2,41.91744883,-87.71351673,0.948,10,0,0,16,21,451,238,N,W, 2006 - 2014 N ST LOUIS AVE ,2006,2014,2010 N ST LOUIS AVE,303106,303,1,905,440831.7609,4640856.861,0,0.476190476,0.761904762,26.97889918,1,MP104,0,0
906,B303107,2,41.91733456,-87.71413095,0.967,5,0,0,15,22,277,319,W,N, 3504 - 3524 W ARMITAGE AVE ,3504,3524,3510 W ARMITAGE AVE,303107,303,1,906,440780.7209,4640844.597,0,0.227272727,0.681818182,24.02444871,1,MP104,0,0
907,B303108,2,41.9173161,-87.71589115,0.628,7,1,1,22,23,560,126,W,N, 3546 - 3572 W ARMITAGE AVE ,3546,3572,3552 W ARMITAGE AVE,303108,303,1,907,440634.7385,4640843.765,0,0.347826087,0.956521739,22.38095238,1,MP104,0,0
908,B303109,2,41.91728916,-87.71593273,0.433,4,1,0,27,26,400,140,W,S, 3555 - 3579 W ARMITAGE AVE ,3555,3579,3563 W ARMITAGE AVE,303109,303,1,908,440631.2655,4640840.802,0,0.192307692,1.038461538,19.30041152,1,MP104,0,0
909,B303110,2,41.91730313,-87.71426842,0.987,1,0,1,15,22,441,226,W,S, 3511 - 3535 W ARMITAGE AVE ,3511,3535,3515 W ARMITAGE AVE,303110,303,1,909,440769.2921,4640841.203,0,0.045454545,0.681818182,18.66566717,1,MP104,0,0
910,B303113,2,41.91731142,-87.71290066,0.968,10,0,0,20,24,1419,688,W,S, 3407 - 3435 W ARMITAGE AVE ,3407,3435,3423 W ARMITAGE AVE,303113,303,1,910,440882.7219,4640841.179,0,0.416666667,0.833333333,24.01360544,1,MP104,0,0
911,B303114,2,41.91733241,-87.71108367,0.999,16,2,1,64,23,5846,2641,W,S, 3309 - 3333 W ARMITAGE AVE ,3309,3333,3323 W ARMITAGE AVE,303114,303,1,911,441033.4159,4640842.259,0,0.782608696,2.782608696,20.49905941,1,MP104,0,0
912,B303115,2,41.91735452,-87.70927951,1.249,16,2,1,56,30,1714,1711,W,S, 3255 - 3281 W ARMITAGE AVE ,3255,3281,3267 W ARMITAGE AVE,303115,303,1,912,441183.047,4640843.475,0,0.6,1.866666667,23.6679279,1,MP104,0,0
913,B303116,2,41.91736999,-87.7077359,1.142,22,1,0,97,30,6408,4769,W,S, 3209 - 3233 W ARMITAGE AVE ,3209,3233,3215 W ARMITAGE AVE,303116,303,1,913,441311.0656,4640844.135,0,0.766666667,3.233333333,21.46389908,1,MP104,0,0
914,B304101,2,41.9397315,-87.72716927,0.861,1,0,0,3,4,553,190,N,E, 3205 - 3251 N PULASKI RD ,3205,3251,3225 N PULASKI RD,304101,304,1,914,439720.6021,4643340.38,0,0.25,0.75,20.07626738,1,MP104,0,0
915,B304102,2,41.94094218,-87.72625118,1.131,2,0,0,7,2,733,502,W,N, 3928 - 3940 W SCHOOL ST ,3928,3940,3930 W SCHOOL ST,304102,304,1,915,439797.8473,4643474.155,0,1,3.5,21.52111047,1,MP104,0,0
916,B304103,2,41.94091026,-87.72638462,0.966,1,0,0,6,2,812,305,W,S, 3929 - 3941 W SCHOOL ST ,3929,3941,3937 W SCHOOL ST,304103,304,1,916,439786.7558,4643470.705,0,0.5,3,17.88421367,1,MP104,0,0
917,B304104,2,41.94180606,-87.72723623,0.8,0,0,0,4,1,964,211,N,E, 3317 - 3333 N PULASKI RD ,3317,3333,3327 N PULASKI RD,304104,304,1,917,439717.0054,4643570.763,0,0,4,13.59148936,1,MP104,0,0
918,B304105,2,41.941663,-87.72727432,0.987,2,0,0,5,3,333,92,N,W, 3326 - 3330 N PULASKI RD ,3326,3330,3328 N PULASKI RD,304105,304,1,918,439713.7132,4643554.906,0,0.666666667,1.666666667,20.59764706,1,MP104,0,0
919,B304107,2,41.94151328,-87.72781558,0.669,16.52020345,4.242723933,3.730714891,131.670811,50.36083639,1226,247,N,W, 3322 - 3332 N MILWAUKEE AVE ,3322,3332,3326 N MILWAUKEE AVE,304107,304,1,919,439668.7049,4643538.663,0,0.412283212,2.61454774,22,1,MP104,0,0
920,B304108,2,41.94089231,-87.72757418,0.444,2,0,0,6,4,1566,115,W,N, 4002 - 4006 W SCHOOL ST ,4002,4006,4004 W SCHOOL ST,304108,304,1,920,439688.1304,4643469.548,0,0.5,1.5,17.57882213,1,MP104,0,0
921,B304109,2,41.94086038,-87.72757955,0.597,2,0,0,6,4,1802,178,W,S, 4003 - 4011 W SCHOOL ST ,4003,4011,4009 W SCHOOL ST,304109,304,1,921,439687.6551,4643466.007,0,0.5,1.5,17.86531987,1,MP104,0,0
922,B304110,2,41.94062646,-87.7272027,0.681,1,0,0,3,3,2093,421,N,W, 3236 - 3256 N PULASKI RD ,3236,3256,3246 N PULASKI RD,304110,304,1,922,439718.6738,4643439.77,0,0.333333333,1,21.67462212,1,MP104,0,0
923,B304111,2,41.94001145,-87.72755139,0.902,6,1,0,8,5,833,319,W,N, 4002 - 4010 W MELROSE ST ,4002,4010,4006 W MELROSE ST,304111,304,1,923,439689.1895,4643371.731,0,1.4,1.6,28.19227431,1,MP104,0,0
924,B304112,2,41.93998053,-87.72755943,0.791,1,1,0,2,3,734,199,W,S, 4003 - 4007 W MELROSE ST ,4003,4007,4005 W MELROSE ST,304112,304,1,924,439688.4939,4643368.304,0,0.666666667,0.666666667,30,1,MP104,0,0
925,B304113,2,41.93964884,-87.72721075,0.607,0,0,0,0,2,986,261,N,W, 3206 - 3220 N PULASKI RD ,3206,3220,3214 N PULASKI RD,304113,304,1,925,439717.0857,4643331.232,0,0,0,22,1,MP104,0,0
926,B305105,2,41.91110769,-87.72633299,0.773,0,0,0,2,10,34,20,N,E, 1627 - 1645 N PULASKI RD ,1627,1645,1637 N PULASKI RD,305105,305,1,926,439763.0064,4640161.737,0,0,0.2,22,1,MP104,0,0
927,B305106,2,41.91053781,-87.7263511,0.533,0,0,0,3,10,235,17,N,W, 1614 - 1654 N PULASKI RD ,1614,1654,1622 N PULASKI RD,305107,305,1,927,439760.9686,4640098.477,0,0,0.3,11.34920635,1,MP104,0,0
928,B306103,2,41.9101725,-87.72995842,0.592,10,2,0,45,18,4901,320,N,E, 1605 - 1621 N KEDVALE AVE ,1605,1621,1615 N KEDVALE AVE,306103,306,1,928,439461.4531,4640060.457,0,0.666666667,2.5,16.72070111,1,MP104,0,0
929,B309101,2,41.93536808,-87.71777608,0.774,16.52020345,4.242723933,3.730714891,131.670811,50.36083639,438,180,N,E, 2971 - 2997 N MILWAUKEE AVE ,2971,2997,2975 N MILWAUKEE AVE,309101,309,1,929,440495.2077,4642849.353,0,0.412283212,2.61454774,22,1,MP104,0,0
930,B309102,2,41.93635524,-87.71929957,0.866,16.52020345,4.242723933,3.730714891,131.670811,50.36083639,6690,1800,N,E, 3027 - 3043 N MILWAUKEE AVE ,3027,3043,3035 N MILWAUKEE AVE,309102,309,1,930,440369.8268,4642960.015,0,0.412283212,2.61454774,22,1,MP104,0,0
931,B309103,2,41.93690394,-87.72017531,0.859,16.52020345,4.242723933,3.730714891,131.670811,50.36083639,940,360,N,E, 3063 - 3067 N MILWAUKEE AVE ,3063,3067,3063 N MILWAUKEE AVE,309103,309,1,931,440297.7391,4643021.546,0,0.412283212,2.61454774,22,1,MP104,0,0
932,B309104,2,41.93751049,-87.72117779,0.829,1,0,0,1,2,2111,522,N,E, 3103 - 3129 N MILWAUKEE AVE ,3103,3129,3113 N MILWAUKEE AVE,309104,309,1,932,440215.1999,4643089.589,0,0.5,0.5,30,1,MP104,0,0
933,B309105,2,41.93765614,-87.72148624,0.791,1,0,0,2,1,2508,426,N,W, 3108 - 3124 N MILWAUKEE AVE ,3108,3124,3116 N MILWAUKEE AVE,309105,309,1,933,440189.7657,4643105.975,0,1,2,21.45194274,1,MP104,0,0
934,B309106,2,41.93727206,-87.7208472,0.696,2,0,0,4,2,3589,496,N,W, 3084 - 3090 N MILWAUKEE AVE ,3084,3090,3088 N MILWAUKEE AVE,309106,309,1,934,440242.383,4643062.886,0,1,2,21.21419829,1,MP104,0,0
935,B309107,2,41.9367503,-87.71998286,0.924,16.52020345,4.242723933,3.730714891,131.670811,50.36083639,1347,679,N,W, 3048 - 3062 N MILWAUKEE AVE ,3048,3062,3056 N MILWAUKEE AVE,309107,309,1,935,440313.5499,4643004.353,0,0.412283212,2.61454774,22,1,MP104,0,0
936,B309108,2,41.93641161,-87.71983199,0.769,3,1,0,5,2,878,239,N,W, 2982 - 2992 N LAWNDALE AVE ,2982,2992,2990 N LAWNDALE AVE,309108,309,1,936,440325.7413,4642966.644,0,2,2.5,26.85586392,1,MP104,0,0
937,B309109,2,41.93639664,-87.7197931,0.733,1,0,0,4,2,504,145,N,E, 2987 - 2995 N LAWNDALE AVE ,2987,2995,2993 N LAWNDALE AVE,309109,309,1,937,440328.9514,4642964.955,0,0.5,2,19.64560863,1,MP104,0,0
938,B309110,2,41.93630037,-87.71928079,0.918,0,0,0,0,1,5809,1306,N,W, 3022 - 3044 N MILWAUKEE AVE ,3022,3044,3030 N MILWAUKEE AVE,309110,309,1,938,440371.3326,4642953.91,0,0,0,22,1,MP104,0,0
939,B309111,2,41.93588885,-87.71896429,0.669,0,0,0,2,1,1418,218,N,W, 2942 - 2950 N RIDGEWAY AVE ,2942,2950,2946 N RIDGEWAY AVE,309111,309,1,939,440397.1875,4642907.999,0,0,2,12.66503667,1,MP104,0,0
940,B309112,2,41.93581951,-87.71898374,0.594,3,1,0,5,2,1439,137,N,E, 2943 - 2955 N RIDGEWAY AVE ,2943,2955,2947 N RIDGEWAY AVE,309112,309,1,940,440395.5105,4642900.314,0,2,2.5,26.34771574,1,MP104,0,0
941,B309113,2,41.93556012,-87.71807984,0.653,16.52020345,4.242723933,3.730714891,131.670811,50.36083639,1132,270,N,W, 2970 - 2994 N MILWAUKEE AVE ,2970,2994,2988 N MILWAUKEE AVE,309113,309,1,941,440470.204,4642870.886,0,0.412283212,2.61454774,22,1,MP104,0,0
942,B309114,2,41.93424921,-87.71726847,1.103,2,0,0,3,2,537,229,N,W, 2904 - 2924 N CENTRAL PARK AVE ,2904,2924,2912 N CENTRAL PARK AVE,309114,309,1,942,440536.2503,4642724.774,0,1,1.5,25.32637076,1,MP104,0,0
943,B309119,2,41.93477547,-87.71728054,0.831,16.52020345,4.242723933,3.730714891,131.670811,50.36083639,326,109,N,W, 2926 - 2928 N CENTRAL PARK AVE ,2926,2928,2926 N CENTRAL PARK AVE,309119,309,1,943,440535.7385,4642783.213,0,0.412283212,2.61454774,22,1,MP104,0,0
944,B309120,2,41.93604548,-87.7184701,0.549,16.52020345,4.242723933,3.730714891,131.670811,50.36083639,124,22,N,E, 3015 - 3017 N MONTICELLO AVE ,3015,3017,3015 N MONTICELLO AVE,309120,309,1,944,440438.3023,4642925.046,0,0.412283212,2.61454774,22,1,MP104,0,0
945,B310101,2,41.91720733,-87.68795729,0.954,2,0,0,42,50,5859,2343,N,E, 1961 - 1971 N MILWAUKEE AVE ,1961,1971,1965 N MILWAUKEE AVE,310101,310,1,945,442951.0689,4640812.729,0,0.04,0.84,16.60616313,1,MP104,0,0
946,B310104,2,41.91900907,-87.69088693,0.97,63,20,3,394,82,18034,7330,N,E, 2019 - 2079 N MILWAUKEE AVE ,2019,2079,2069 N MILWAUKEE AVE,310105,310,1,946,442709.7385,4641014.726,0,1.012195122,4.804878049,19.04929927,1,MP104,0,0
947,B310106,2,41.91973454,-87.69208319,1.212,18,4,0,172,56,6192,6989,N,E, 2095 - 2127 N MILWAUKEE AVE ,2095,2127,2119 N MILWAUKEE AVE,310106,310,1,947,442611.1908,4641096.073,0,0.392857143,3.071428571,21.9468499,1,MP104,0,0
948,B310107,2,41.9202714,-87.69269876,0.887,7,0,0,12,49,384,271,N,E, 2119 - 2137 N ROCKWELL ST ,2119,2137,2125 N ROCKWELL ST,310107,310,1,948,442560.6278,4641156.092,0,0.142857143,0.244897959,25.73629424,1,MP104,0,0
949,B310108,2,41.92033676,-87.69273162,0.881,0,0,0,2,48,287,166,N,W, 2120 - 2136 N ROCKWELL ST ,2120,2136,2128 N ROCKWELL ST,310108,310,1,949,442557.9616,4641163.371,0,0,0.041666667,17.32891832,1,MP104,0,0
950,B310109,2,41.91960332,-87.69192159,1.06,44,3,2,235,58,11674,7169,N,W, 2092 - 2128 N MILWAUKEE AVE ,2092,2128,2100 N MILWAUKEE AVE,310109,310,1,950,442624.4735,4641081.396,0,0.810344828,4.051724138,20.30533984,1,MP104,0,0
951,B310110,2,41.9189467,-87.69085139,1.126,25,4,3,204,67,9394,2900,N,W, 2058 - 2082 N MILWAUKEE AVE ,2058,2082,2068 N MILWAUKEE AVE,310110,310,1,951,442712.6298,4641007.777,0,0.432835821,3.044776119,17.05030267,1,MP104,0,0
952,B310111,2,41.91785548,-87.68907577,0.806,51,25,2,424,72,22844,4439,N,W, 2004 - 2056 N MILWAUKEE AVE ,2004,2056,2030 N MILWAUKEE AVE,310112,310,1,952,442858.8966,4640885.436,0,1.055555556,5.888888889,16.71244556,1,MP104,0,0
953,B311101,2,41.92217483,-87.69611254,1.19,22,0,0,167,61,6527,6078,N,E, 2235 - 2293 N MILWAUKEE AVE ,2235,2293,2273 N MILWAUKEE AVE,311101,311,1,953,442279.2673,4641369.719,0,0.360655738,2.737704918,21.14271697,1,MP104,0,0
954,B311103,2,41.92355535,-87.69734904,0.945,23,3,0,149,52,9327,6258,N,E, 2303 - 2327 N CALIFORNIA AVE ,2303,2327,2323 N CALIFORNIA AVE,311103,311,1,954,442177.9843,4641523.828,0,0.5,2.865384615,20.28586573,1,MP104,0,0
955,B311104,2,41.92413658,-87.69736916,0.688,12,0,2,115,45,6137,4162,N,E, 2343 - 2355 N CALIFORNIA AVE ,2343,2355,2351 N CALIFORNIA AVE,311104,311,1,955,442176.8408,4641588.375,0,0.266666667,2.555555556,19.67135968,1,MP104,0,0
956,B311106,2,41.92384572,-87.69885309,1.266,53,13,2,595,49,30430,32231,N,E, 2301 - 2377 N MILWAUKEE AVE ,2301,2377,2345 N MILWAUKEE AVE,311107,311,1,956,442053.5352,4641557.083,0,1.346938776,12.14285714,21.44035181,1,MP104,0,0
957,B311109,2,41.92523917,-87.70111687,1.169,16,0,0,142,46,5860,7224,N,E, 2415 - 2429 N MILWAUKEE AVE ,2415,2429,2419 N MILWAUKEE AVE,311109,311,1,957,441867.0944,4641713.328,0,0.347826087,3.086956522,22.09631881,1,MP104,0,0
958,B311110,2,41.9256762,-87.70183906,1.008,10,2,0,116,44,6072,5064,N,E, 2437 - 2455 N MILWAUKEE AVE ,2437,2455,2445 N MILWAUKEE AVE,311110,311,1,958,441807.611,4641762.34,0,0.272727273,2.636363636,20.27376514,1,MP104,0,0
959,B311111,2,41.92526212,-87.70122349,1.158,31,4,0,178,44,7400,10112,N,W, 2416 - 2448 N MILWAUKEE AVE ,2416,2448,2424 N MILWAUKEE AVE,311111,311,1,959,441858.2748,4641715.948,0,0.795454545,4.045454545,23.29893145,1,MP104,0,0
960,B311112,2,41.92411663,-87.69936807,1.283,14,6,0,187,51,7550,8417,N,W, 2354 - 2378 N MILWAUKEE AVE ,2354,2378,2358 N MILWAUKEE AVE,311112,311,1,960,442011.0799,4641587.51,0,0.392156863,3.666666667,21.59377327,1,MP104,0,0
961,B311113,2,41.9236242,-87.69855939,1.228,17,7,2,211,49,11443,9561,N,W, 2324 - 2340 N MILWAUKEE AVE ,2324,2340,2332 N MILWAUKEE AVE,311113,311,1,961,442077.6875,4641532.289,0,0.489795918,4.306122449,20.46598267,1,MP104,0,0
962,B311116,2,41.92210249,-87.69735307,1.172,3,0,0,58,52,2126,2293,N,W, 2208 - 2216 N CALIFORNIA AVE ,2208,2216,2210 N CALIFORNIA AVE,311116,311,1,962,442176.3383,4641362.523,0,0.057692308,1.115384615,20.95523874,1,MP104,0,0
963,B311117,2,41.92166293,-87.69764878,1.325,7,2,1,67,51,2390,2427,W,S, 2803 - 2815 W PALMER ST ,2803,2815,2809 W PALMER ST,311117,311,1,963,442151.4212,4641313.918,0,0.176470588,1.31372549,21.47225971,1,MP104,0,0
964,B311118,2,41.92195032,-87.69730613,1.186,7,2,1,95,53,3401,3640,N,E, 2201 - 2211 N CALIFORNIA AVE ,2201,2211,2205 N CALIFORNIA AVE,311118,311,1,964,442180.0931,4641345.596,0,0.169811321,1.79245283,21.41283593,1,MP104,0,0
